,text,title
476,古典音乐是不是能随机来一首啊,Music-Play
477,播放一下王一博的专辑FIRE,Music-Play
478,给我放一下有翡的广播剧,Audio-Play
479,嗯晚安赶紧休息吧外面一定很冷快钻被窝吧,FilmTele-Play
480,小学生四百米八百米接力赛最快速度,FilmTele-Play
481,找下今天电视上放的新闻360节目,TVProgram-Play
482,台湾爱情剧超级喜欢看，就放王子变青蛙吧,FilmTele-Play
483,现在将电扇灯开一下吧,HomeAppliance-Control
484,可以说下冷藏室现在温度是多少吗,HomeAppliance-Control
485,给我放一下5月19日的绝地求生2021pcl春季赛赛程,Video-Play
486,我需要看一个孙俪主演的清宫剧呢,FilmTele-Play
487,随便来一个90年代林心如的电视剧吧,FilmTele-Play
488,当然也有着大生活里大顺贸易公司背着地图讲路线报摊老板的幽默,Radio-Listen
489,奥斯卡影后玛丽昂歌迪亚将假胸贴到头上图,Other
490,把今天晚上8点给手机系统升级的安排帮我定一下。,Alarm-Update
491,转眼二零零八年已经进入流火八月离奥运开幕也仅有五天时间,Other
492,我不跟你聊天了我要睡觉了,Other
493,银行休假日是几月几号,Calendar-Query
494,回放在中央5套播出的欧洲篮球联赛,Video-Play
495,播一下送春这首古诗吧,Music-Play
496,明天上午十点开会我这就睡了,Alarm-Update
497,麻烦给我播放岳云鹏的单口相声听听,Audio-Play
498,看一下山东少儿的熊出没怪兽计划,TVProgram-Play
499,找几个2020年的NBA比赛视频来看,Video-Play
500,财经类的那个大连财经能播放吗,Radio-Listen
501,我想知道陕西现在空气质量怎么样。,Weather-Query
502,需要你播一个沈腾的喜剧电影呢,FilmTele-Play
503,你为自己活着不是为别人活着,Other
504,每一个微笑都让我沉醉,FilmTele-Play
505,快点我想知道清远始发的高铁是19点的吗,Travel-Query
506,请播放钢琴奏鸣曲,Music-Play
507,查看5月20安徽卫视的节目表,TVProgram-Play
508,新专辑单曲已经在网上热播了一段时间得到的反馈好评如潮,Other
509,看李咏这么直率大家来了劲儿赶紧让他评价一下央视的同事们,FilmTele-Play
510,说一下明天有日照来的特快的吗,Travel-Query
511,来一首热血的日语歌吧,Music-Play
512,搜索一下北京新闻广播的大城小事这个电台,Radio-Listen
513,5月23日下午3点的kpl春季赛赛程给我回放一下,Video-Play
514,调大一点风速 主卧空调的,HomeAppliance-Control
515,播放赵本山范伟的经典小品功夫来听,Audio-Play
516,青岛湿度如何,Weather-Query
517,如今小龙女吴卓林已经一零岁在上海浦东的一所贵族学校读书,Other
518,给我找一下美国电影梦幻岛的预告片,Video-Play
519,快乐男声还有在经济频道播放吗帮我看下,TVProgram-Play
520,我想听英文版的普罗米修斯的故事,Audio-Play
521,速度点儿开始播放蛋糕姐姐的不是不想,FilmTele-Play
522,收听一下频率是九一点四的蜜嗓电台,Radio-Listen
523,给我找宫廷剧武则天看看,FilmTele-Play
524,舟山群岛今天天气如何,Weather-Query
525,那就帮我定一个后天上午9点23分参加跳远比赛的闹钟。,Alarm-Update
526,姜广涛配音的纪录片帮我找一下,Video-Play
527,今天可以试试电饭煲的米饭香甜煮功能不,HomeAppliance-Control
528,我没看到帮我倒退到星期一的音乐频道,Travel-Query
529,你啥时候实习到哪儿实习,Travel-Query
530,我想听故事夸父追日,Audio-Play
531,广东资源综合利用协会,Video-Play
532,麻烦给我播放路知行配音的广播剧,Audio-Play
533,请现在告诉我到遵义走高速怎么走,Travel-Query
534,立刻找出来华为MatePad Pro的测评视频,Video-Play
535,给我播放2012年刘翔参加钻石联赛上海站的视频,Video-Play
536,可以将洗衣机开启节能模式吗,HomeAppliance-Control
537,查找国产动漫刺客伍六七,Video-Play
538,婷婷则说按排位来讲他是我最好的男性朋友,FilmTele-Play
539,长沙明天天会晴吗,Weather-Query
540,放一个频率是一零零点一的山东电台综合频道,Radio-Listen
541,另类谋女郎做客非常网络现场,Music-Play
542,老子说句话你听不懂啊,Other
543,查询未来一周昆明天气,Weather-Query
544,讲一下三个和尚的故事,Audio-Play
545,南宁梦之岛SONY的PS三千版的PSP好些的要好多钱,Music-Play
546,还没有已有消息我通知你,Alarm-Update
547,调频收听郑磊的新闻天天谈,Radio-Listen
548,中国的阴历8月15是什么节日呢,Calendar-Query
549,景甜做客美丽俏佳人美容大王大谈护肤经,FilmTele-Play
550,怎样判断双子座男生在图新鲜还是真花心,Other
551,还有7点鹤壁到南坪的汽车票吗,Travel-Query
552,周传雄不安的灵魂可以单曲给我循环下去吗,Music-Play
553,播放零零七里面的歌曲，要随机播放,Music-Play
554,收听一下FM107.1的华艺广播,Radio-Listen
555,有没有介绍日本地理的纪录片，播来看看,Video-Play
556,你是圣人我无法爱你到你梦想的天国去吧,Other
557,你能给我播放一个日本2006年上线的恐怖片吗,FilmTele-Play
558,我说了，把空调调成十六度,HomeAppliance-Control
559,我觉得还是查一下后天到北京的飞机吧,Travel-Query
560,白若溪郭泽禹代表女生班迎战,FilmTele-Play
561,把我把挂烫机打开。,HomeAppliance-Control
562,明天晚上6点炖排骨的提醒帮我设一下。,Alarm-Update
563,我觉得人不能总做那些常规的事,Other
564,平心而论今年的专辑绝对不比去年的差只能说生不逢时,Music-Play
565,一分钟后再把电熨斗的温度调低一档。,HomeAppliance-Control
566,我想再看一下5月15零点播报的调查显示疫情期间人们日均多睡10分钟这个新闻视频,Video-Play
567,给我播放阿飞今年讲解游戏的系列视频吧,Video-Play
568,我特别特别特别特别的想安静,FilmTele-Play
569,请查晚上20点飞往巴黎的飞机哦,Travel-Query
570,找一首笙演奏的歌曲听听,Music-Play
571,小点小点空调风速小点儿,HomeAppliance-Control
572,单曲循环一下薛之谦的演员,Music-Play
573,我想看广东体育的体育赛事帮我找一下,Video-Play
574,创建周日上午9点去购物的日程,Alarm-Update
575,请续播法语版的小说贵族之家第十章,Audio-Play
576,那请你帮我设定10号早上5点去赶海的闹钟。,Alarm-Update
577,还有利刃出鞘那种美国的推理片能播给我吗,FilmTele-Play
578,查找10月15日是星期几,Calendar-Query
579,打开电视在周四凌晨播放的健康堂,TVProgram-Play
580,赶快的告诉我九月一日和九月十日哪个是教师节,Calendar-Query
581,我要看法国小提琴家蒂博现场演奏的小提琴曲,Video-Play
582,看王志文演的天道,FilmTele-Play
583,频率是九一点四的广东卫星广播给我收听一下呢,Radio-Listen
584,能否帮我看看今天广西公共活力剧场有什么,TVProgram-Play
585,听听2021年央视春晚相声年三十的歌,Video-Play
586,后天应该穿什么衣服出去,Weather-Query
587,锋芝闹婚变身为谢霆锋母亲的狄波拉拉姑心情当然也很差,Music-Play
588,安徽卫视正在播放创业中国人吗帮我看下,TVProgram-Play
589,厦门市电脑应用与维修高级师傅招学徒的电话,FilmTele-Play
590,传染病叫好不叫座新片表现不佳,FilmTele-Play
591,接着上次的恐怖小说诡域档案继续播放第五章,Audio-Play
592,我想知道大后天是个什么节日,Calendar-Query
593,经济萧条的年代人们都变得脆弱了怀旧了不愿折腾了懂得珍惜了吗,Other
594,想看有湖南经济的经济新闻,Video-Play
595,每周一的那个提醒改成每周二提醒,Alarm-Update
596,给放明月照我心的大结局啊,FilmTele-Play
597,电视上今天演小猪佩奇了吗播给我女儿看,Video-Play
598,是不是能来一个去年出来的悬疑剧或者犯罪片啊,FilmTele-Play
599,随便来一首郎朗的钢琴曲呗,Music-Play
600,小灵通拨打多少号码打长途优惠,Radio-Listen
601,帮我找一个漂亮的姑娘看看,FilmTele-Play
602,马上建一个9号去东大桥的提醒,Alarm-Update
603,8号淮南到苏州的高铁票还有不,Travel-Query
604,去浦东新区怎么坐车,Travel-Query
605,从广州到南阳的EMS需要多少天,Travel-Query
606,帮我播放张信哲的过火,Music-Play
607,西二的脸红可以播放一下不,FilmTele-Play
608,帮我把取暖器温度调高两度行嘛,HomeAppliance-Control
609,2021年的玄幻剧玉龙现在可以播放一下不,FilmTele-Play
610,马上关了空调,HomeAppliance-Control
611,我现在要听陈忠实的白鹿原原著,Music-Play
612,回放一下3点17播出的艺览天下-2021-19,TVProgram-Play
613,电热毯温度太高了帮我调低一点,HomeAppliance-Control
614,看看星期4是什么节日呢,Calendar-Query
615,中国传统节日重阳节是农历多少号啊,Calendar-Query
616,郭德纲的单口相声给我放一下,Video-Play
617,当然他们并不只冲着阎教授一个人,Music-Play
618,不得不说郭亮的郭亮直通车讲的很好，这个也在上海交通广播里，快搜吧,Radio-Listen
619,登记最近一周内蒙古的气温情况,Weather-Query
620,看看广州去肇庆的客车是几点的呀,Travel-Query
621,帮我播一下阿春和天空合作的广播剧,FilmTele-Play
622,成龙2018年的专辑我还是成龙里的物是人非播放呢,Music-Play
623,明天是不是阳光明媚，能去钓鱼,Weather-Query
624,收听频率是一零三点零的南通经济广播电台,Radio-Listen
625,请给我找路我要去广州市,Travel-Query
626,香港的电视剧失忆24小时拍摄花絮播放出来,Video-Play
627,想看寰宇地理，帮我打开科教健康吧,TVProgram-Play
628,难道伤心是你给我的温柔,FilmTele-Play
629,虽贵为富家子弟但为了女友也不在乎,Other
630,晚上几点钟睡觉比较好,Other
631,三农进行时是不是在六点零五分开始播放,Radio-Listen
632,我能继续观看一下上次那个喜剧吗,FilmTele-Play
633,给我看看后天广州可以穿什么,Weather-Query
634,帮我切换到正在CCTV1频道播放的朝闻天下,Radio-Listen
635,讲修仙的广播剧播放一个吧,Audio-Play
636,查一下明天南京空气质量怎么样,Weather-Query
637,李易峰还有杨幂一起演的古剑奇谭现在播放下呢,FilmTele-Play
638,有声小说乔家的儿女给我播一下,Audio-Play
639,找一下每周三，11点更新的国产动漫,Video-Play
640,小心啊打雷喽下雨收衣服啊,Weather-Query
641,有声小说赘婿给我播一下,Audio-Play
642,打开电视切换到河北卫视,HomeAppliance-Control
643,查一下订1张明天12点去北京的D7一等座,Travel-Query
644,我想听薛之谦的丑八怪,Music-Play
645,帮我打开摄像头好吗,HomeAppliance-Control
646,下午5点不要提醒我搬砖,Alarm-Update
647,请放一下下午两点的广东卫视的节目,TVProgram-Play
648,是否可以来一首郎朗的钢琴曲,Music-Play
649,评论家谈汤唯复出拍月满轩尼诗掉身价,FilmTele-Play
650,明天三点半有个画展,Weather-Query
651,二零一零年五月明星微博日报往日回顾,Video-Play
652,现在给我放一下托尔斯泰的复活法语版的,Audio-Play
653,给小朋友放春晓这首诗,Audio-Play
654,陈伟霆天价接情侣秀与阿拍拖有财路,FilmTele-Play
655,空调风速调大一点调至三四十,HomeAppliance-Control
656,随机播放一个张杰的歌曲可以不,Music-Play
657,山东潍坊医药集团公司安丘公司医疗批发部,FilmTele-Play
658,查一下到胃塘镇有多少远,Travel-Query
659,我想把蒸烤箱切换到热风烧烤模式行不行呢,HomeAppliance-Control
660,今天的经济频道都有些什么节目我想看下,TVProgram-Play
661,重复收听镭镭主持的雷磊蕾镭,Radio-Listen
662,你到底有没有男朋友呀,Other
663,我想看精华版的忘记你记得爱情,FilmTele-Play
664,房间里很闷热，把风扇的通风模式打开,HomeAppliance-Control
665,请问对于姓名笔画数相同是否纯属巧合,Weather-Query
666,立刻播放小风暴之时间的玫瑰这部电影,FilmTele-Play
667,帮我放闻天主持的文艺之声,Radio-Listen
668,找一下周深的我在这挺好的,FilmTele-Play
669,麻溜的打开最大空调风速,HomeAppliance-Control
670,今天羊肉多儿少钱一斤,Weather-Query
671,回播湖南综合狼烟遍地,TVProgram-Play
672,能续播一下在看的推理剧吗,FilmTele-Play
673,麻烦打开一下上周五凌晨五点广东卡通播过的卡通动画吧,Video-Play
674,找一下吴亦凡赛车比赛的片段,Video-Play
675,麻烦帮我创建一个周末上午10点去补习班的提醒。,Alarm-Update
676,按顺序播放大陆穿越电视剧,FilmTele-Play
677,是不是能找一个比较好看的美剧播放一下呢,FilmTele-Play
678,因为当年台湾市场对于这种片子的需求量是很大的所以才有得做,Other
679,马上帮我建一个4月2号下午2点召开公司董事会提醒,Alarm-Update
680,所以大家竞争不会很激烈算是比较惨淡的一个档期,FilmTele-Play
681,请循环的播放安徒生童话故事,Music-Play
682,西安近期有下雨吗,Weather-Query
683,今天什么天气,Weather-Query
684,我需要看一部悬疑剧朱莉快逃,FilmTele-Play
685,cctv2财经频道经济半小时放一下,Radio-Listen
686,多重关卡的设置使得该节目惊险刺激趣味横生,Radio-Listen
687,天气太干，可不可以把湿度器打开一下,HomeAppliance-Control
688,给我循环播一下柳宗元的江雪,Music-Play
689,我儿子想看公共的跟我一起跳帮我找出来,FilmTele-Play
690,阴历9月11是阳历几号,Calendar-Query
691,在接受访问时有人两度高空淋水好在没有被淋中她估计是恶作剧,Other
692,阿牛我都放在怎么凸显我的朋友们的特色,FilmTele-Play
693,本周的月全食出现在星期几,Calendar-Query
694,妻子的浪漫旅行在哪个频道播出帮忙搜搜,TVProgram-Play
695,能否播放5月22日的今日西安吗,Video-Play
696,战斗类的枕刀歌给我放最新的一集我想看,Video-Play
697,来一个新加坡拍摄的言情剧吧,FilmTele-Play
698,让我知道最快去一班三亚去上海的机票还有几张,Travel-Query
