text,title
说一下明天有日照来的特快的吗,Calendar-Query
来一首热血的日语歌吧,Video-Play
搜索一下北京新闻广播的大城小事这个电台,FilmTele-Play
5月23日下午3点的kpl春季赛赛程给我回放一下,Audio-Play
调大一点风速 主卧空调的,Alarm-Update
播放赵本山范伟的经典小品功夫来听,Radio-Listen
青岛湿度如何,Weather-Query
如今小龙女吴卓林已经一零岁在上海浦东的一所贵族学校读书,Music-Play
给我找一下美国电影梦幻岛的预告片,Video-Play
快乐男声还有在经济频道播放吗帮我看下,HomeAppliance-Control
我想听英文版的普罗米修斯的故事,Travel-Query
速度点儿开始播放蛋糕姐姐的不是不想,Alarm-Update
收听一下频率是九一点四的蜜嗓电台,Audio-Play
给我找宫廷剧武则天看看,Radio-Listen
舟山群岛今天天气如何,HomeAppliance-Control
那就帮我定一个后天上午9点23分参加跳远比赛的闹钟。,Music-Play
姜广涛配音的纪录片帮我找一下,Travel-Query
今天可以试试电饭煲的米饭香甜煮功能不,Audio-Play
我没看到帮我倒退到星期一的音乐频道,FilmTele-Play
你啥时候实习到哪儿实习,FilmTele-Play
我想听故事夸父追日,Radio-Listen
广东资源综合利用协会,Music-Play
麻烦给我播放路知行配音的广播剧,Music-Play
请现在告诉我到遵义走高速怎么走,FilmTele-Play
立刻找出来华为MatePad Pro的测评视频,Alarm-Update
给我播放2012年刘翔参加钻石联赛上海站的视频,TVProgram-Play
可以将洗衣机开启节能模式吗,Music-Play
查找国产动漫刺客伍六七,Travel-Query
婷婷则说按排位来讲他是我最好的男性朋友,Radio-Listen
长沙明天天会晴吗,FilmTele-Play
放一个频率是一零零点一的山东电台综合频道,Audio-Play
另类谋女郎做客非常网络现场,TVProgram-Play
老子说句话你听不懂啊,FilmTele-Play
查询未来一周昆明天气,Alarm-Update
讲一下三个和尚的故事,Travel-Query
南宁梦之岛SONY的PS三千版的PSP好些的要好多钱,Calendar-Query
还没有已有消息我通知你,Travel-Query
调频收听郑磊的新闻天天谈,Radio-Listen
中国的阴历8月15是什么节日呢,Video-Play
景甜做客美丽俏佳人美容大王大谈护肤经,Music-Play
怎样判断双子座男生在图新鲜还是真花心,Calendar-Query
还有7点鹤壁到南坪的汽车票吗,Calendar-Query
周传雄不安的灵魂可以单曲给我循环下去吗,Calendar-Query
播放零零七里面的歌曲，要随机播放,Audio-Play
收听一下FM107.1的华艺广播,Travel-Query
有没有介绍日本地理的纪录片，播来看看,Video-Play
你是圣人我无法爱你到你梦想的天国去吧,TVProgram-Play
你能给我播放一个日本2006年上线的恐怖片吗,FilmTele-Play
我说了，把空调调成十六度,FilmTele-Play
我觉得还是查一下后天到北京的飞机吧,Calendar-Query
白若溪郭泽禹代表女生班迎战,FilmTele-Play
把我把挂烫机打开。,Audio-Play
明天晚上6点炖排骨的提醒帮我设一下。,HomeAppliance-Control
我觉得人不能总做那些常规的事,Travel-Query
平心而论今年的专辑绝对不比去年的差只能说生不逢时,Calendar-Query
一分钟后再把电熨斗的温度调低一档。,Alarm-Update
我想再看一下5月15零点播报的调查显示疫情期间人们日均多睡10分钟这个新闻视频,Calendar-Query
给我播放阿飞今年讲解游戏的系列视频吧,Audio-Play
我特别特别特别特别的想安静,Radio-Listen
请查晚上20点飞往巴黎的飞机哦,FilmTele-Play
找一首笙演奏的歌曲听听,Other
小点小点空调风速小点儿,Alarm-Update
单曲循环一下薛之谦的演员,Calendar-Query
我想看广东体育的体育赛事帮我找一下,HomeAppliance-Control
创建周日上午9点去购物的日程,Audio-Play
请续播法语版的小说贵族之家第十章,FilmTele-Play
那请你帮我设定10号早上5点去赶海的闹钟。,Radio-Listen
还有利刃出鞘那种美国的推理片能播给我吗,Alarm-Update
查找10月15日是星期几,Music-Play
打开电视在周四凌晨播放的健康堂,Weather-Query
赶快的告诉我九月一日和九月十日哪个是教师节,Radio-Listen
我要看法国小提琴家蒂博现场演奏的小提琴曲,Music-Play
看王志文演的天道,Weather-Query
频率是九一点四的广东卫星广播给我收听一下呢,FilmTele-Play
能否帮我看看今天广西公共活力剧场有什么,Video-Play
听听2021年央视春晚相声年三十的歌,Radio-Listen
后天应该穿什么衣服出去,Calendar-Query
锋芝闹婚变身为谢霆锋母亲的狄波拉拉姑心情当然也很差,Radio-Listen
安徽卫视正在播放创业中国人吗帮我看下,Music-Play
厦门市电脑应用与维修高级师傅招学徒的电话,Weather-Query
传染病叫好不叫座新片表现不佳,FilmTele-Play
接着上次的恐怖小说诡域档案继续播放第五章,Weather-Query
我想知道大后天是个什么节日,Weather-Query
经济萧条的年代人们都变得脆弱了怀旧了不愿折腾了懂得珍惜了吗,Video-Play
想看有湖南经济的经济新闻,Music-Play
每周一的那个提醒改成每周二提醒,Video-Play
给放明月照我心的大结局啊,Alarm-Update
电视上今天演小猪佩奇了吗播给我女儿看,FilmTele-Play
是不是能来一个去年出来的悬疑剧或者犯罪片啊,Video-Play
随便来一首郎朗的钢琴曲呗,Weather-Query
小灵通拨打多少号码打长途优惠,FilmTele-Play
帮我找一个漂亮的姑娘看看,Audio-Play
马上建一个9号去东大桥的提醒,Music-Play
8号淮南到苏州的高铁票还有不,HomeAppliance-Control
去浦东新区怎么坐车,FilmTele-Play
从广州到南阳的EMS需要多少天,Weather-Query
帮我播放张信哲的过火,Other
西二的脸红可以播放一下不,Video-Play
帮我把取暖器温度调高两度行嘛,Weather-Query
2021年的玄幻剧玉龙现在可以播放一下不,Travel-Query
马上关了空调,Radio-Listen
我现在要听陈忠实的白鹿原原著,Music-Play
回放一下3点17播出的艺览天下-2021-19,Travel-Query
电热毯温度太高了帮我调低一点,Radio-Listen
看看星期4是什么节日呢,Alarm-Update
中国传统节日重阳节是农历多少号啊,Video-Play
郭德纲的单口相声给我放一下,Weather-Query
当然他们并不只冲着阎教授一个人,Weather-Query
不得不说郭亮的郭亮直通车讲的很好，这个也在上海交通广播里，快搜吧,Radio-Listen
登记最近一周内蒙古的气温情况,HomeAppliance-Control
看看广州去肇庆的客车是几点的呀,HomeAppliance-Control
帮我播一下阿春和天空合作的广播剧,HomeAppliance-Control
成龙2018年的专辑我还是成龙里的物是人非播放呢,Radio-Listen
明天是不是阳光明媚，能去钓鱼,TVProgram-Play
收听频率是一零三点零的南通经济广播电台,HomeAppliance-Control
请给我找路我要去广州市,TVProgram-Play
香港的电视剧失忆24小时拍摄花絮播放出来,Music-Play
想看寰宇地理，帮我打开科教健康吧,Travel-Query
难道伤心是你给我的温柔,TVProgram-Play
虽贵为富家子弟但为了女友也不在乎,Video-Play
晚上几点钟睡觉比较好,Video-Play
三农进行时是不是在六点零五分开始播放,Music-Play
我能继续观看一下上次那个喜剧吗,FilmTele-Play
给我看看后天广州可以穿什么,Calendar-Query
帮我切换到正在CCTV1频道播放的朝闻天下,FilmTele-Play
讲修仙的广播剧播放一个吧,Radio-Listen
查一下明天南京空气质量怎么样,Other
李易峰还有杨幂一起演的古剑奇谭现在播放下呢,FilmTele-Play
有声小说乔家的儿女给我播一下,Travel-Query
找一下每周三，11点更新的国产动漫,Radio-Listen
小心啊打雷喽下雨收衣服啊,Other
有声小说赘婿给我播一下,Radio-Listen
打开电视切换到河北卫视,FilmTele-Play
查一下订1张明天12点去北京的D7一等座,Music-Play
我想听薛之谦的丑八怪,HomeAppliance-Control
帮我打开摄像头好吗,Music-Play
下午5点不要提醒我搬砖,Alarm-Update
请放一下下午两点的广东卫视的节目,Video-Play
是否可以来一首郎朗的钢琴曲,Calendar-Query
评论家谈汤唯复出拍月满轩尼诗掉身价,Radio-Listen
明天三点半有个画展,HomeAppliance-Control
二零一零年五月明星微博日报往日回顾,Travel-Query
现在给我放一下托尔斯泰的复活法语版的,Radio-Listen
给小朋友放春晓这首诗,Calendar-Query
陈伟霆天价接情侣秀与阿拍拖有财路,Calendar-Query
空调风速调大一点调至三四十,Music-Play
随机播放一个张杰的歌曲可以不,Other
山东潍坊医药集团公司安丘公司医疗批发部,Radio-Listen
查一下到胃塘镇有多少远,FilmTele-Play
我想把蒸烤箱切换到热风烧烤模式行不行呢,Radio-Listen
今天的经济频道都有些什么节目我想看下,Alarm-Update
重复收听镭镭主持的雷磊蕾镭,Radio-Listen
你到底有没有男朋友呀,Music-Play
我想看精华版的忘记你记得爱情,Travel-Query
房间里很闷热，把风扇的通风模式打开,Video-Play
请问对于姓名笔画数相同是否纯属巧合,Audio-Play
立刻播放小风暴之时间的玫瑰这部电影,Weather-Query
帮我放闻天主持的文艺之声,Alarm-Update
找一下周深的我在这挺好的,Other
麻溜的打开最大空调风速,Audio-Play
今天羊肉多儿少钱一斤,FilmTele-Play
回播湖南综合狼烟遍地,FilmTele-Play
能续播一下在看的推理剧吗,Radio-Listen
麻烦打开一下上周五凌晨五点广东卡通播过的卡通动画吧,Travel-Query
找一下吴亦凡赛车比赛的片段,HomeAppliance-Control
麻烦帮我创建一个周末上午10点去补习班的提醒。,Audio-Play
按顺序播放大陆穿越电视剧,Radio-Listen
是不是能找一个比较好看的美剧播放一下呢,TVProgram-Play
因为当年台湾市场对于这种片子的需求量是很大的所以才有得做,Radio-Listen
马上帮我建一个4月2号下午2点召开公司董事会提醒,Video-Play
所以大家竞争不会很激烈算是比较惨淡的一个档期,Radio-Listen
请循环的播放安徒生童话故事,Weather-Query
西安近期有下雨吗,Calendar-Query
今天什么天气,Other
我需要看一部悬疑剧朱莉快逃,Weather-Query
cctv2财经频道经济半小时放一下,Other
多重关卡的设置使得该节目惊险刺激趣味横生,Calendar-Query
天气太干，可不可以把湿度器打开一下,Video-Play
给我循环播一下柳宗元的江雪,Travel-Query
我儿子想看公共的跟我一起跳帮我找出来,FilmTele-Play
阴历9月11是阳历几号,HomeAppliance-Control
在接受访问时有人两度高空淋水好在没有被淋中她估计是恶作剧,Travel-Query
阿牛我都放在怎么凸显我的朋友们的特色,TVProgram-Play
本周的月全食出现在星期几,Music-Play
妻子的浪漫旅行在哪个频道播出帮忙搜搜,Weather-Query
能否播放5月22日的今日西安吗,Travel-Query
战斗类的枕刀歌给我放最新的一集我想看,FilmTele-Play
来一个新加坡拍摄的言情剧吧,Music-Play
让我知道最快去一班三亚去上海的机票还有几张,Other
播放连丽如讲的康熙私访,Travel-Query
帮我把电饭煲开到酸奶模式做草莓酸奶吧,Music-Play
能继续给我听频率是九五点六的开平电台吗,TVProgram-Play
放文学小说百年孤独的日语版,TVProgram-Play
帮我调频到深夜治愈所,Music-Play
而随着亚运会的临近众多演艺明星也都纷纷亮相为亚运喝彩,Music-Play
马上给我查查6点有去广州的特快吗,TVProgram-Play
播放重庆交通广播,Radio-Listen
找章昕和嘉宾主持的城市名人堂,HomeAppliance-Control
快吃晚饭了，帮我把微波炉里的剩饭热热吧,Music-Play
昆明春天气温高吗？,Audio-Play
讲一下小鲤鱼跳龙门这个故事给我听,FilmTele-Play
能把昨天看的言情剧继续播放下吗,Audio-Play
找一下任嘉伦主演的锦衣之下,Video-Play
30秒以后查询星期几是圣诞节,Audio-Play
明天我可以穿大衣去机场吗,TVProgram-Play
天字号密令1点38播出的视频帮我查看一下,Weather-Query
8点开始做运动定闹钟,Video-Play
但刚准备剖腹产还没有麻醉就自己出来了,FilmTele-Play
看看今天天有大连去广州的火车吗,Video-Play
请播放明星类综艺向往的生活,Weather-Query
平原烽火还是在凌晨四点半播放吗？帮我看下,HomeAppliance-Control
放到最大空调风速让我吹吹,HomeAppliance-Control
5月18日城市台有什么节目播放吗？帮我看下,Radio-Listen
你不是说你要睡觉了吗,FilmTele-Play
晚上5点不要通知我给刮胡刀充电,Other
断开电饭煲电源,Music-Play
给我调到幺零五点二的常州经济广播电台,Video-Play
告诉我明天七点香格里拉会刮风吗,FilmTele-Play
请告诉我大连去往深圳的动车是20点的吗,Music-Play
找呼和浩特内蒙古语综合广播的文学欣赏听,Video-Play
北京体育广播的体坛夜话来一个,Calendar-Query
千百年后谁还记得谁韩磊,Music-Play
预约十分钟后开启客厅的空气净化器,FilmTele-Play
如虎扑羊情挑言承旭警告对方别爱自己图,Travel-Query
给我读一本历史小说,Radio-Listen
晚间新闻是七点在云南卫视播出吗我还想看看,Travel-Query
昨天CCTV6播完的大进军-南线大追歼再播一遍,Travel-Query
CCTV8电视剧频道正在直播哪个节目搜索并播放,Video-Play
坚持对我来说就是以刚克刚,Travel-Query
明天是农历的什么时候,Video-Play
台灯有点暗，把亮度调亮些,Music-Play
动漫魔女之旅帮我找一下吧,Travel-Query
天津相声广播欢笑在路上帮我放一下吧,Weather-Query
